"energy","liveness","tempo","speechiness","acousticness","danceability","duration_ms","loudness"
0.592,0.124,98.065,0.0312,0.0213,0.669,229013,-3.968
0.826,0.0651,94.997,0.0854,0.222,0.884,191368,-3.672
0.682,0.0463,167.939,0.13,0.0696,0.48,235653,-4.94
0.924,0.149,111.995,0.0359,0.00205,0.638,263787,-3.887
0.839,0.344,174.022,0.0448,0.0467,0.483,237688,-5.763
0.6,0.149,98.178,0.147,0.04,0.699,201053,-6.111
0.766,0.0981,107.984,0.0455,0.14,0.713,215613,-5.389
0.481,0.0649,80.025,0.0815,0.369,0.689,229526,-7.503
0.79,0.485,98.011,0.0574,0.00339,0.713,176561,-4.602
0.647,0.121,131.04,0.0345,0.119,0.716,263817,-4.008
0.823,0.119,99.933,0.0762,0.0598,0.647,230333,-5.231
0.697,0.224,98.012,0.23,0.114,0.858,290836,-5.361
0.688,0.112,140.011,0.0856,0.0612,0.556,220440,-7.328
0.917,0.144,112.03,0.0541,0.0164,0.592,208867,-3.057
0.733,0.103,87.999,0.052,0.231,0.638,183947,-4.7
0.609,0.0344,114.988,0.0824,0.00801,0.856,269667,-7.223
0.705,0.0879,154.911,0.0543,0.258,0.702,213445,-6.666
0.772,0.158,136.044,0.174,0.0725,0.575,231813,-5.402
0.751,0.137,129.947,0.077,0.00177,0.593,205747,-6.205
0.882,0.146,97.006,0.0294,0.0408,0.553,335267,-5.515
0.633,0.374,150.155,0.536,0.25,0.869,146390,-11.926
0.935,0.256,164.971,0.116,0.0818,0.488,206507,-3.08
0.77,0.334,139.982,0.134,0.265,0.825,185131,-8.508
0.479,0.102,95.505,0.0429,0.0485,0.812,173045,-6.47
0.819,0.0577,119.941,0.203,0.0181,0.932,192773,-3.484
0.733,0.329,93.019,0.072,0.0062,0.748,312240,-4.421
0.521,0.0565,100,0.332,0.302,0.696,292987,-8.465
0.676,0.25,132.002,0.271,0.00157,0.79,217707,-6.432
0.535,0.176,80.012,0.338,0.147,0.816,241267,-8.302
0.701,0.216,81.479,0.0513,0.0734,0.749,216653,-3.914
0.569,0.127,149.987,0.0271,0.26,0.625,201013,-5.954
0.903,0.891,173.924,0.181,0.0374,0.449,224026,-5.512
0.808,0.225,100.033,0.0473,0.0299,0.718,225813,-7.652
0.677,0.0491,121.928,0.0656,0.328,0.508,227280,-5.696
0.301,0.089,100.519,0.237,0.117,0.915,190595,-7.657
0.567,0.0725,185.08,0.161,0.189,0.692,212947,-6.205
0.708,0.34,86.878,0.0308,0.0106,0.451,183808,-5.066
0.747,0.185,122.531,0.0428,0.141,0.669,242440,-7.108
0.806,0.0792,101.998,0.0855,0.198,0.736,171093,-6.484
0.873,0.354,148.075,0.128,0.0244,0.746,222093,-3.803
0.886,0.0759,146.076,0.0387,0.0265,0.667,182947,-5.12
0.639,0.152,127.987,0.0508,0.025,0.897,286145,-8.708
0.719,0.0751,113.549,0.0457,0.523,0.666,243427,-7.216
0.365,0.202,136.264,0.0318,0.0788,0.337,317027,-15.091
0.764,0.0867,137.98,0.0423,0.00116,0.746,173893,-5.066
0.781,0.0789,139.432,0.0567,0.041,0.432,250286,-4.038
0.453,0.14,161.997,0.338,0.0933,0.813,208027,-6.941
0.609,0.291,109.725,0.0694,0.0916,0.828,292593,-4.402
0.834,0.153,160.226,0.0567,0.0484,0.441,201080,-3.715
0.248,0.116,140.904,0.0317,0.885,0.729,232640,-8.772
0.488,0.0488,160.018,0.362,0.000235,0.741,181081,-8.253
0.346,0.104,104.988,0.0456,0.0259,0.692,227087,-8.563
0.738,0.179,100,0.0309,0.214,0.864,174190,-4.323
0.681,0.0783,88.772,0.096,0.174,0.48,220679,-6.619
0.711,0.0528,138.098,0.0378,0.0997,0.723,192107,-5.576
0.48,0.116,86.976,0.356,0.00854,0.893,170638,-3.728
0.874,0.084,137.973,0.0432,0.358,0.629,242320,-3.587
0.704,0.067,84.956,0.0303,0.151,0.589,186253,-4.772
0.858,0.251,89.833,0.0896,0.0127,0.514,195199,-5.995
0.379,0.0986,107.989,0.0476,0.607,0.614,258987,-10.48
0.85,0.081,127.992,0.0361,0.0319,0.573,197307,-3.816
0.741,0.147,128.077,0.0531,0.00419,0.748,213053,-3.103
0.868,0.388,122.003,0.0731,0.0389,0.738,212640,-4.373
0.834,0.393,92.99,0.0281,0.254,0.523,187587,-3.561
0.759,0.419,122.925,0.0677,0.0026,0.617,218773,-6.785
0.65,0.101,152.086,0.0347,0.0718,0.615,207733,-4.944
0.445,0.184,78.998,0.0295,0.474,0.781,281560,-6.061
0.866,0.257,128.038,0.0619,0.00701,0.578,199080,-3.804
0.697,0.299,175.962,0.081,0.0523,0.571,202347,-5.467
0.611,0.135,114.071,0.0379,0.00434,0.584,214746,-5.637
0.972,0.331,154.032,0.0455,0.00199,0.475,218893,-3.806
0.775,0.0807,154.889,0.0291,0.0053,0.538,182213,-5.48
0.445,0.111,109.958,0.0612,0.75,0.752,212813,-7.512
0.68,0.109,114.025,0.0629,0.00906,0.775,207719,-5.508
0.658,0.118,77.521,0.203,0.0242,0.589,223973,-5.288
0.857,0.918,118.419,0.0699,0.0906,0.775,357493,-4.943
0.783,0.086,120.042,0.0337,0.0553,0.744,235493,-7.077
0.616,0.349,110.015,0.06,0.417,0.795,190453,-5.281
0.765,0.118,99.987,0.0882,0.063,0.884,224573,-3.865
0.607,0.19,81.997,0.0498,0.0389,0.726,176744,-7.68
0.755,0.21,101.048,0.029,0.0206,0.68,155440,-5.509
0.694,0.118,143.078,0.161,0.281,0.728,206307,-5.07
0.774,0.0799,84.993,0.0712,0.0667,0.69,221606,-6.99
0.372,0.0954,119.946,0.0314,0.417,0.66,252227,-6.025
0.701,0.0955,179.998,0.0559,0.423,0.622,207013,-5.452
0.744,0.106,170.796,0.0352,0.0846,0.346,159359,-8.267
0.853,0.0238,104.003,0.0491,0.133,0.752,190240,-5.222
0.681,0.178,156.067,0.0311,0.59,0.513,217306,-3.998
0.953,0.657,149.992,0.104,0.113,0.624,211573,-2.602
0.638,0.103,128.804,0.244,0.746,0.663,240027,-4.505
0.745,0.11,154.042,0.0507,0.319,0.574,179078,-6.663
0.732,0.175,120,0.0451,0.186,0.717,208330,-5.752
0.857,0.313,172.061,0.0449,0.197,0.6,192906,-2.383
0.799,0.323,122.033,0.055,0.0321,0.753,199263,-6.43
0.585,0.292,94.072,0.0348,0.185,0.79,226000,-6.058
0.847,0.137,130.001,0.0306,0.111,0.698,192719,-3.764
0.766,0.0793,118.004,0.141,0.0242,0.854,224258,-4.697
0.766,0.0827,110.034,0.238,0.0742,0.796,219333,-5.974
0.676,0.208,97.448,0.0432,0.0697,0.733,226581,-5.655
0.579,0.0672,98.994,0.0268,0.0126,0.712,155653,-3.897
0.797,0.297,85.054,0.0402,0.00472,0.499,190427,-4.845
0.692,0.128,128.016,0.0563,0.00212,0.656,227560,-6.145
0.833,0.074,128.003,0.0282,0.0079,0.628,218293,-4.126
0.73,0.325,85.979,0.151,0.24,0.596,192560,-4.091
0.69,0.112,179.911,0.0511,0.446,0.628,205907,-5.828
0.876,0.31,115.05,0.0394,0.0247,0.61,180347,-4.244
0.611,0.124,189.194,0.051,0.295,0.245,252539,-6.676
0.728,0.257,102.99,0.0621,0.0509,0.781,219306,-4.981
0.472,0.114,135.051,0.218,0.0577,0.779,142212,-7.116
0.611,0.141,99.934,0.0876,0.122,0.762,206760,-5.462
0.724,0.153,115.984,0.0265,0.017,0.646,233480,-6.96
0.657,0.0762,138.027,0.0282,0.0112,0.549,222627,-5.63
0.909,0.317,152.13,0.0423,0.00769,0.557,181400,-3.405
0.772,0.0805,120.004,0.0332,0.0996,0.736,238427,-5.52
0.336,0.119,135.954,0.0392,0.35,0.691,198907,-10.843
0.705,0.128,175.483,0.364,0.0752,0.504,239320,-8.205
0.748,0.0946,169.915,0.0543,0.228,0.485,231874,-5.575
0.774,0.193,113.967,0.0478,0.156,0.793,202307,-3.667
0.704,0.308,116.016,0.199,0.0937,0.798,263980,-4.317
0.722,0.262,196.133,0.196,0.0113,0.426,247267,-5.369
0.561,0.133,139.962,0.218,0.0357,0.878,236748,-5.978
0.723,0.212,157.998,0.0453,0.102,0.553,243707,-5.607
0.408,0.11,94.947,0.0388,0.679,0.733,197854,-7.834
0.789,0.0956,145.096,0.0297,0.00908,0.563,205840,-3.949
0.712,0.0642,78.015,0.384,0.438,0.416,395951,-6.671
0.823,0.0984,108.99,0.0483,0.0385,0.595,220147,-5.864
0.727,0.255,160.069,0.202,0.0554,0.631,219209,-7.18
0.791,0.146,130.075,0.0496,0.0117,0.421,257200,-4.998
0.219,0.112,173.799,0.0317,0.843,0.506,193320,-10.18
0.428,0.679,98.817,0.0444,0.457,0.536,201990,-9.608
0.849,0.304,151.966,0.0511,0.0556,0.648,199277,-5.901
0.918,0.347,142.98,0.0333,0.00632,0.483,193640,-3.214
0.721,0.311,167.918,0.0493,0.048,0.487,200373,-6.146
0.727,0.205,94.988,0.0345,0.00192,0.588,235500,-6.794
0.534,0.0689,104.972,0.0385,0.00108,0.845,189907,-8.722
0.84,0.317,90.969,0.0377,0.0533,0.577,187920,-4.364
0.828,0.156,122.042,0.0413,0.00557,0.62,205067,-4.685
0.868,0.0919,161.886,0.0603,0.00407,0.434,210760,-1.208
0.827,0.065,145.889,0.0734,0.000704,0.657,190186,-4.036
0.784,0.385,150.013,0.0296,0.0417,0.429,219080,-5.497
0.497,0.116,71.026,0.0263,0.38,0.537,198373,-6.323
0.446,0.072,100.031,0.211,0.0782,0.92,222719,-6.639
0.247,0.103,127.812,0.0311,0.261,0.706,202120,-17.961
0.412,0.342,114.413,0.225,0.196,0.733,275840,-8.687
0.782,0.317,79.427,0.185,0.375,0.655,184227,-4.789
0.6,0.0999,125.014,0.032,0.0953,0.631,197253,-4.98
0.571,0.534,172.105,0.478,0.38,0.748,181933,-7.916
0.633,0.164,148.984,0.0318,0.475,0.586,189800,-7.688
0.618,0.129,118.878,0.318,0.354,0.764,252467,-7.76
0.441,0.103,129.922,0.0406,0.342,0.607,229015,-8.248
0.669,0.231,113.61,0.0435,0.0273,0.359,220867,-5.854
0.802,0.694,124.043,0.0582,0.0921,0.72,229360,-5.797
0.606,0.0725,151.88,0.0452,0.0137,0.534,203107,-5.874
0.873,0.193,129.992,0.0603,0.00489,0.565,238800,-2.2
0.781,0.0789,139.432,0.0567,0.041,0.432,250286,-4.038
0.651,0.211,122.985,0.111,0.0739,0.861,310907,-4.718
0.672,0.12,105.098,0.0479,0.0525,0.896,219227,-6.875
0.267,0.119,205.888,0.044,0.878,0.576,188238,-5.668
0.887,0.124,134.052,0.0503,0.0573,0.807,187920,-3.726
0.849,0.0971,105.012,0.0316,0.0279,0.72,205720,-2.246
0.791,0.0645,149.093,0.0505,0.012,0.5,198693,-3.711
0.616,0.0759,129.016,0.0621,0.0808,0.739,287851,-7.246
0.789,0.185,108.041,0.0403,0.638,0.607,184946,-7.825
0.664,0.116,128.945,0.0464,0.634,0.566,241688,-5.303
0.699,0.399,139.83,0.184,0.425,0.69,237840,-5.612
0.561,0.0904,98.033,0.0432,0.0418,0.823,226247,-5.1
0.496,0.0772,80.994,0.0453,0.554,0.453,239317,-5.785
0.737,0.116,142.032,0.0786,0.622,0.719,217733,-7.103
0.645,0.103,142.053,0.141,0.0417,0.854,260453,-8.021
0.781,0.118,147.913,0.0382,0.0824,0.428,196213,-3.42
0.74,0.106,147.982,0.0339,0.128,0.474,219360,-8.194
0.825,0.111,139.091,0.0464,0.0506,0.775,182667,-5.402
0.738,0.119,153.712,0.0309,0.042,0.432,191907,-3.91
0.861,0.111,176.047,0.0841,0.00439,0.339,231813,-3.141
0.731,0.151,101.654,0.0379,0.431,0.484,204280,-6.694
0.464,0.0902,112.974,0.178,0.205,0.87,251989,-8.337
0.53,0.154,109.003,0.0301,0.0886,0.663,207347,-9.763
0.823,0.322,128.035,0.0394,0.213,0.646,227267,-4.123
0.419,0.11,85.014,0.0389,0.568,0.479,172724,-6.517
0.708,0.487,93.023,0.108,0.00906,0.699,222227,-3.835
0.524,0.094,119.894,0.472,0.4,0.841,312187,-7.029
0.141,0.113,94,0.0366,0.541,0.693,190133,-14.368
0.674,0.0947,106.005,0.0319,0.0326,0.657,217413,-5.273
0.721,0.345,97.966,0.0658,0.033,0.818,284560,-5.512
0.907,0.0508,175.995,0.0759,0.136,0.589,205147,-5.213
0.751,0.785,189.906,0.0572,0.000217,0.462,229133,-6.409
0.675,0.347,108.072,0.0394,0.183,0.564,192893,-8.035
0.52,0.115,120.001,0.0353,0.859,0.672,226600,-7.747
0.601,0.534,139.98,0.0301,0.0129,0.702,221073,-4.401
0.628,0.31,119.906,0.131,0.00215,0.886,239574,-5.949
0.81,0.0464,129.988,0.0363,0.0884,0.661,185987,-3.363
0.543,0.116,133.982,0.091,0.564,0.801,293040,-9.236
0.816,0.104,109.014,0.063,0.0403,0.538,226600,-6.352
0.804,0.108,167.938,0.0819,0.407,0.502,195391,-4.602
0.747,0.0983,158.064,0.0358,0.0581,0.41,218040,-4.964
0.784,0.0713,173.793,0.0749,0.0163,0.286,216120,-2.873
0.488,0.0979,125.006,0.15,0.0107,0.862,199027,-8.386
0.586,0.121,87.994,0.0313,0.115,0.647,228907,-6.883
0.789,0.142,83.066,0.0377,0.053,0.616,227373,-4.874
0.85,0.26,119.985,0.0452,0.0728,0.596,234547,-5.402
0.0734,0.2,92.884,0.0333,0.383,0.255,218507,-17.988
0.836,0.0797,104.987,0.0425,0.0464,0.682,216107,-3.777
0.714,0.0764,98.992,0.0334,0.00937,0.472,236133,-4.389
0.946,0.436,170.071,0.043,0.0959,0.483,184933,-3.739
0.672,0.0885,144,0.0294,0.0538,0.584,262280,-8.309
0.81,0.241,170.044,0.0872,0.0071,0.56,217573,-8.029
0.776,0.0989,99.986,0.0433,0.00503,0.681,232488,-4.399
0.696,0.108,139.976,0.0329,0.245,0.509,261187,-4.324
0.784,0.373,150.153,0.0974,0.264,0.706,199387,-3.405
0.622,0.0702,133.943,0.0422,0.251,0.52,250000,-8.421
0.653,0.0821,110.019,0.0305,0.065,0.734,209160,-3.465
0.649,0.115,140.203,0.292,0.36,0.784,212154,-6.905
0.608,0.635,95.049,0.0659,0.0113,0.806,219840,-7.008
0.746,0.196,125.907,0.0671,0.0269,0.527,209867,-4.067
0.878,0.0823,139.764,0.0575,0.0284,0.456,237093,-2.752
0.903,0.148,167.848,0.0486,0.135,0.46,236493,-4.551
0.902,0.236,126.028,0.136,0.00534,0.765,218208,-7.08
0.75,0.095,177.87,0.247,0.533,0.797,211120,-9.369
0.278,0.38,173.652,0.0355,0.542,0.364,174267,-12.262
0.688,0.438,140.553,0.245,0.0953,0.476,250960,-7.799
0.529,0.0997,99.023,0.0383,0.0175,0.886,207784,-5.766
0.391,0.271,101.037,0.0533,0.0196,0.522,192653,-8.006
0.741,0.0831,92.988,0.0551,0.248,0.806,178107,-4.303
0.905,0.143,156.06,0.0289,0.114,0.51,216253,-2.913
0.756,0.305,144.032,0.0389,0.0423,0.774,224840,-4.995
0.756,0.145,77.1,0.0383,0.00337,0.47,227120,-5.96
0.753,0.269,123.979,0.0346,0.365,0.53,234840,-5.551
0.747,0.107,92.161,0.0795,0.417,0.466,203641,-4.838
0.822,0.272,86.481,0.049,0.00544,0.499,250533,-7.122
0.525,0.111,97.988,0.0874,0.421,0.851,266840,-5.221
0.726,0.111,163.991,0.143,0.181,0.741,209423,-3.77
0.859,0.404,127.934,0.0852,0.0282,0.412,214427,-4.095
0.5,0.0616,83.981,0.347,0.042,0.859,194561,-7.628
0.58,0.349,100.045,0.0746,0.0405,0.813,221972,-6.724
0.664,0.165,151.873,0.0669,0.208,0.507,293253,-4.763
0.625,0.863,130.794,0.148,0.00448,0.593,276080,-7.957
0.586,0.193,120.97,0.0377,0.162,0.799,227833,-6.735
0.566,0.0794,114.006,0.0364,0.411,0.879,315693,-8.789
0.866,0.0858,118.005,0.0419,0.00535,0.584,195973,-5.511
0.78,0.0635,154.056,0.048,0.0189,0.666,221402,-5.847
0.849,0.0845,143.973,0.0323,0.0159,0.548,214933,-3.499
0.703,0.0962,81.897,0.236,0.563,0.627,217307,-4.884
0.669,0.0853,87.268,0.277,0.0144,0.564,269693,-5.238
0.627,0.269,130.019,0.151,0.0547,0.949,260827,-5.462
0.369,0.108,140.002,0.0299,0.812,0.602,224547,-9.752
0.721,0.0886,101.997,0.265,0.0487,0.81,270120,-4.964
0.916,0.372,160.041,0.0927,0.267,0.586,220853,-3.836
0.937,0.0532,122.951,0.0642,0.0894,0.69,235012,-5.393
0.793,0.133,130.001,0.032,0.0882,0.692,215879,-3.896
0.637,0.0935,141.988,0.0397,0.0593,0.706,243625,-4.28
0.508,0.0855,120.05,0.13,0.00787,0.93,231244,-6.1
0.716,0.252,176.618,0.39,0.737,0.559,275227,-3.964
0.795,0.0971,135.924,0.0485,0.307,0.676,219278,-6.648
0.962,0.741,163.903,0.065,0.122,0.594,178840,-2.462
0.819,0.0974,164.086,0.0502,0.0732,0.503,222707,-4.917
0.715,0.0489,94.983,0.0626,0.0842,0.914,199938,-4.138
0.702,0.204,129.956,0.0455,0.0064,0.687,214840,-5.324
0.756,0.174,107.995,0.0363,0.0338,0.599,259080,-4.457
0.633,0.0831,96.027,0.0483,0.0231,0.686,204285,-6.073
0.264,0.132,119.93,0.0322,0.922,0.422,269560,-7.064
0.855,0.155,159.87,0.1,0.79,0.584,232578,-2.874
0.851,0.12,90.931,0.11,0.0776,0.712,243240,-3.493
0.911,0.191,91.999,0.0786,0.154,0.659,169866,-2.28
0.737,0.325,92.983,0.0434,0.223,0.67,182400,-6.794
0.884,0.117,121.963,0.0455,0.0741,0.547,230627,-3.993
0.68,0.158,119.939,0.0306,0.162,0.725,247520,-5.465
0.717,0.0678,120.025,0.0299,0.0223,0.743,189840,-5.521
0.96,0.359,171.803,0.0533,0.108,0.505,194667,-3.767
0.491,0.212,101.131,0.0309,0.0292,0.558,237248,-5.246
0.732,0.0897,122.025,0.168,0.0151,0.502,255632,-5.45
0.45,0.0809,95.486,0.0465,0.0826,0.78,201600,-9.539
0.589,0.0366,170.097,0.1,0.0476,0.733,182960,-7.37
0.795,0.166,151.884,0.0355,0.103,0.45,227987,-4.249
0.636,0.217,124.996,0.0281,0.00713,0.551,268467,-7.125
0.855,0.0943,195.939,0.0524,0.0246,0.414,201680,-3.874
0.706,0.334,89.968,0.207,0.182,0.874,216248,-5.132
0.601,0.0676,122.961,0.054,0.109,0.863,251960,-6.978
0.587,0.145,131.932,0.0528,0.00403,0.646,215672,-6.139
0.805,0.133,102.75,0.245,0.0176,0.604,193893,-5.363
0.595,0.111,101.013,0.107,0.15,0.742,227000,-7.51
0.803,0.667,156.038,0.0777,0.0161,0.513,190587,-4.45
0.529,0.285,119.987,0.0487,0.0317,0.699,206167,-7.548
0.457,0.0975,165.969,0.336,0.13,0.472,234215,-7.23
0.598,0.055,133.922,0.0431,0.0496,0.715,278067,-7.661
0.873,0.0509,102.998,0.131,0.00658,0.808,171121,-5.217
0.978,0.311,110,0.0473,0.0649,0.702,222960,-3.406
0.7,0.119,121.961,0.042,0.066,0.665,257267,-4.946
0.872,0.18,197.679,0.0802,0.00517,0.25,150893,-6.368
0.934,0.332,101.015,0.0357,0.0244,0.628,198035,-3.868
0.677,0.22,86.476,0.0371,0.572,0.614,230867,-8.673
0.733,0.119,121.008,0.0852,0.111,0.703,201600,-3.598
0.754,0.186,205.958,0.0323,0.00512,0.439,254467,-5.566
0.496,0.526,95.072,0.0354,0.0393,0.775,197813,-5.652
0.514,0.0837,98.998,0.0418,0.0175,0.847,264334,-5.989
0.621,0.162,81.946,0.25,0.0802,0.697,193296,-6.886
0.636,0.326,158.033,0.108,0.054,0.552,207173,-8.295
0.933,0.111,120.019,0.0571,0.165,0.714,224227,-3.714
0.475,0.0669,169.328,0.14,0.0311,0.488,268840,-10.32
0.861,0.1,127.962,0.0325,0.0215,0.603,224507,-3.565
0.814,0.405,140.022,0.17,0.0602,0.695,223197,-4.946
0.87,0.18,116.967,0.0362,0.083,0.634,235400,-5.277
0.782,0.109,97.516,0.189,0.379,0.64,249626,-4.177
0.799,0.057,100.014,0.156,0.00107,0.818,213733,-4.1
0.843,0.194,165.713,0.0531,0.00647,0.414,230707,-4.638
0.877,0.274,117.037,0.038,0.0869,0.642,182560,-5.818
0.862,0.321,130.021,0.054,0.00689,0.717,224933,-4.736
0.559,0.0992,92.036,0.0321,0.399,0.587,221173,-7.742
0.809,0.166,127.914,0.0358,0.0318,0.56,232107,-5.327
0.702,0.242,150.309,0.032,0.0983,0.466,191573,-4.308
0.798,0.0962,120.162,0.0849,0.266,0.934,201933,-5.665
0.726,0.0618,103.987,0.0401,0.0311,0.654,211960,-3.803
0.82,0.0414,84.893,0.0408,0.031,0.473,221413,-5.702
0.67,0.0601,119.988,0.0472,0.304,0.818,235382,-4.451
0.614,0.191,144.041,0.0397,0.1,0.771,243693,-2.772
0.709,0.266,127.44,0.041,0.0749,0.681,214148,-6.488
0.933,0.404,132.083,0.0384,0.0208,0.56,220907,-2.969
0.781,0.155,102.078,0.121,0.0353,0.713,175333,-4.859
0.959,0.36,159.993,0.137,0.000714,0.495,202496,-3.712
0.955,0.202,174.042,0.0547,0.000111,0.379,289667,-4.642
0.893,0.021,104.031,0.0921,0.154,0.61,296520,-3.681
0.775,0.192,174.086,0.0349,0.00636,0.545,193827,-4.325
0.902,0.0669,181.964,0.0601,0.344,0.527,191040,-5.352
0.669,0.116,125.975,0.0708,0.103,0.716,215042,-5.114
0.652,0.307,100.315,0.232,0.0348,0.76,177685,-7.321
0.476,0.104,96.975,0.0406,0.328,0.67,231907,-6.253
0.33,0.119,121.973,0.0485,0.0544,0.83,251861,-9.156
0.563,0.134,85.901,0.0719,0.527,0.308,688453,-9.169
0.898,0.071,144.056,0.0696,0.0832,0.51,226867,-3.15
0.417,0.0875,193.257,0.51,0.0288,0.68,233573,-9.749
0.546,0.237,90.019,0.0635,0.0156,0.758,198907,-8.597
0.872,0.243,153.929,0.0428,0.245,0.526,188147,-5.079
0.901,0.0792,99.989,0.0353,0.0545,0.672,194000,-2.415
0.696,0.125,143.933,0.432,0.141,0.747,188333,-7.463
0.79,0.219,149.903,0.0699,0.0156,0.49,197267,-4.833
0.63,0.0838,131.033,0.135,0.0841,0.876,340413,-4.992
0.965,0.138,129.972,0.101,0.0362,0.587,204053,-4.106
0.685,0.113,125.041,0.0314,0.123,0.748,220779,-4.39
0.858,0.128,140.889,0.0458,0.0933,0.539,203120,-5.099
0.806,0.115,124.118,0.0538,0.00389,0.516,249693,-5.133
0.703,0.145,95.993,0.0256,0.0435,0.591,247827,-6.211
0.732,0.513,120.06,0.0482,0.0136,0.645,202197,-5.874
0.73,0.378,90.058,0.0367,0.23,0.499,175200,-2.831
0.808,0.0751,110.001,0.0269,0.00898,0.629,179293,-4.125
0.405,0.118,93.341,0.0747,0.252,0.554,255467,-9.255
0.489,0.114,143.808,0.0368,0.132,0.439,250707,-6.286
0.923,0.0951,99.252,0.173,0.0818,0.507,189840,-5.581
0.584,0.25,100.025,0.127,0.17,0.68,193059,-7.44
0.887,0.323,107.027,0.036,0.00213,0.584,228840,-4.237
0.663,0.145,120.967,0.0473,0.242,0.606,244560,-5.705
0.512,0.135,98.092,0.123,0.0347,0.491,219640,-7.274
0.887,0.127,169.937,0.0481,0.138,0.48,222333,-4.452
0.483,0.106,93.458,0.0403,0.0262,0.738,285014,-8.915
0.441,0.306,185.571,0.291,0.0296,0.412,319467,-11.523
0.657,0.106,164.054,0.0325,0.0186,0.535,206267,-7.637
0.662,0.0973,154.022,0.0388,0.167,0.536,256747,-6.245
0.933,0.404,132.083,0.0384,0.0208,0.56,220907,-2.969
0.634,0.456,86.988,0.0939,0.286,0.597,333747,-5.739
0.939,0.285,126.019,0.0416,0.00244,0.725,231627,-2.519
0.538,0.104,75.089,0.0572,0.385,0.509,252867,-7.335
0.579,0.0419,117.083,0.0414,0.0168,0.92,294000,-5.519
0.86,0.25,87.988,0.0487,0.0627,0.544,187400,-5.283
0.662,0.0778,104.023,0.0294,0.527,0.613,252493,-7.797
0.813,0.129,137.976,0.0679,0.132,0.697,207133,-3.399
0.683,0.0628,135.959,0.168,0.387,0.879,240000,-3.298
0.859,0.0631,110.012,0.0775,0.0547,0.785,250907,-3.673
0.846,0.116,115.965,0.0439,0.0325,0.639,224813,-6.184
0.775,0.102,84.731,0.0546,0.258,0.309,231212,-4.915
0.868,0.374,128.007,0.0392,0.00107,0.675,304229,-6.36
0.78,0.0828,125.014,0.0436,0.0309,0.545,255093,-4.867
0.769,0.2,86.052,0.0431,0.0327,0.542,255840,-7.205
0.829,0.0988,125.936,0.118,0.0808,0.628,233173,-4.243
0.767,0.278,152.011,0.0406,0.157,0.581,222613,-6.28
0.346,0.137,84.79,0.157,0.115,0.584,190187,-12.975
0.162,0.0844,140.459,0.0365,0.877,0.493,232293,-7.587
0.621,0.181,140.03,0.0468,0.00969,0.589,323480,-6.902
0.398,0.112,97.476,0.0598,0.00888,0.858,216520,-11.306
0.423,0.0995,95.714,0.0319,0.804,0.375,225080,-6.028
0.67,0.102,151.989,0.0298,0.319,0.493,217407,-5.131
0.777,0.671,136.249,0.059,0.119,0.473,186813,-3.698
0.713,0.103,117.943,0.0434,0.0724,0.614,279293,-6.498
0.125,0.252,145.505,0.047,0.852,0.357,206507,-15.509
0.705,0.108,111.004,0.0326,0.0369,0.732,206800,-4.31
0.574,0.12,84.984,0.0372,0.35,0.535,273424,-6.865
0.76,0.144,134.015,0.0277,0.0676,0.564,231693,-5.667
0.513,0.147,115.022,0.0534,0.394,0.703,289368,-7.544
0.509,0.141,85.5,0.141,0.13,0.752,236093,-6.794
0.663,0.26,139.992,0.0367,0.0148,0.499,226867,-5.59
0.754,0.26,113.056,0.0372,0.0667,0.677,171120,-5.135
0.655,0.113,119.759,0.0315,0.111,0.583,278747,-5.407
0.756,0.55,179.771,0.0415,0.00635,0.56,223546,-4.817
0.53,0.16,97.033,0.0577,0.272,0.763,231893,-5.554
0.749,0.205,125.986,0.032,0.461,0.561,228720,-4.951
0.829,0.0401,185.055,0.0516,0.00568,0.562,218960,-3.386
0.403,0.111,119.81,0.0337,0.395,0.466,223240,-6.142
0.82,0.182,170.027,0.0594,0.22,0.515,226707,-6.554
0.404,0.0718,99.999,0.0949,0.00357,0.773,227880,-7.438
0.43,0.164,77.961,0.0319,0.812,0.571,202627,-7.439
0.76,0.127,99.975,0.0247,0.109,0.556,184680,-4.62
0.915,0.0987,126.027,0.0544,0.00441,0.485,240289,-3.469
0.503,0.0761,119.998,0.0494,0.00453,0.862,263053,-7.703
0.436,0.0964,119.051,0.0558,0.441,0.826,259093,-9.583
0.665,0.0841,120.095,0.376,0.00922,0.826,224013,-8.349
0.729,0.209,129.003,0.0387,0.00357,0.555,228879,-4.813
0.686,0.0667,105.99,0.027,0.00283,0.556,266640,-5.691
0.849,0.109,137.982,0.0386,0.511,0.576,196747,-3.057
0.847,0.826,148.008,0.321,0.407,0.705,363973,-2.651
0.935,0.147,141.903,0.0396,0.0915,0.491,199320,-2.99
0.846,0.127,120.012,0.043,0.186,0.653,169160,-3.641
0.815,0.0999,97.529,0.0653,0.309,0.785,227316,-4.374
0.821,0.101,117.948,0.0325,0.000194,0.656,192790,-4.838
0.615,0.0879,124.015,0.042,0.15,0.695,240040,-5.325
0.606,0.105,140.015,0.0581,0.000325,0.856,252080,-5.308
0.717,0.0544,160.458,0.0421,0.201,0.53,236987,-6.073
0.74,0.0924,127.955,0.0387,0.101,0.607,217080,-3.116
0.762,0.406,116.473,0.158,0.0619,0.765,219426,-5.878
0.573,0.145,120.009,0.0445,0.0113,0.692,258855,-9.237
