"energy","liveness","tempo","speechiness","acousticness","danceability","duration_ms","loudness"
0.442,0.0788,169.481,0.0352,0.19,0.387,185600,-7.086
0.695,0.659,137.728,0.101,0.38,0.702,252987,-7.149
0.661,0.316,86.949,0.0674,0.0257,0.652,234760,-6.161
0.499,0.214,79.071,0.0581,0.126,0.597,220693,-6.216
0.781,0.121,142.06,0.0369,0.0613,0.526,284707,-3.673
0.765,0.0877,148.11,0.356,0.0773,0.671,320893,-5.093
0.834,0.164,161.972,0.0436,0.0629,0.363,250311,-2.826
0.893,0.326,159.163,0.0392,0.0757,0.437,223947,-4.819
0.724,0.072,108.984,0.051,0.0448,0.707,250107,-3.887
0.474,0.088,150.068,0.274,0.0216,0.886,217893,-8.045
0.819,0.203,120.013,0.0463,0.0371,0.672,278036,-4.457
0.566,0.257,90.991,0.0972,0.0027,0.777,216360,-4.797
0.638,0.646,82.206,0.26,0.00199,0.442,244627,-5.053
0.854,0.731,172.231,0.265,0.0277,0.457,203760,-6.2
0.659,0.114,138.196,0.0629,0.0232,0.529,257427,-5.318
0.814,0.0923,161.864,0.0462,0.0662,0.489,204387,-3.936
0.701,0.118,170.233,0.345,0.175,0.53,242107,-6.12
0.752,0.125,149.689,0.033,0.0275,0.578,183307,-5.264
0.617,0.113,76.371,0.0283,0.0846,0.548,272587,-7.093
0.604,0.0989,146.041,0.0322,0.319,0.447,215600,-5.755
0.692,0.0384,102.028,0.0289,0.0825,0.766,205160,-4.672
0.864,0.0956,102.997,0.0283,0.0212,0.7,297587,-3.629
0.666,0.146,104.038,0.0333,0.166,0.642,262293,-5.29
0.729,0.07,117.932,0.326,0.171,0.727,284733,-2.99
0.79,0.0845,117.007,0.081,0.00429,0.951,246053,-5.79
0.746,0.256,125.992,0.0579,0.00456,0.83,220079,-6.286
0.689,0.343,75.983,0.0461,0.111,0.692,229040,-5.988
0.955,0.486,150.034,0.0798,0.00221,0.618,179947,-3.836
0.643,0.0956,180.193,0.275,0.144,0.654,209707,-7.079
0.785,0.0859,137.618,0.0369,0.0027,0.649,321293,-6.031
0.763,0.0949,156.024,0.0297,0.14,0.505,235907,-5.386
0.628,0.102,107.905,0.0449,0.251,0.737,233227,-6.479
0.527,0.112,141.971,0.0294,0.446,0.588,217320,-6.39
0.611,0.272,136.035,0.0272,0.413,0.549,176227,-6.219
0.88,0.0769,110.021,0.0454,0.191,0.721,202907,-3.896
0.469,0.104,82.009,0.0771,0.242,0.705,229413,-7.46
0.76,0.132,129.996,0.0677,0.00223,0.699,179640,-3.173
0.696,0.387,118.447,0.0472,0.00181,0.686,245680,-5.676
0.865,0.0629,116.966,0.0325,0.0075,0.653,227733,-6.395
0.954,0.331,114,0.0817,0.0296,0.667,175093,-3.462
0.829,0.145,175.972,0.147,0.0119,0.646,263133,-1.953
0.739,0.093,133.295,0.186,0.00918,0.633,253840,-5.376
0.709,0.0688,79.237,0.0608,0.0352,0.693,216880,-5.787
0.578,0.124,154.96,0.0287,0.0541,0.414,216147,-6.383
0.773,0.254,167.974,0.0307,0.0113,0.474,242200,-3.662
0.71,0.154,97.031,0.0675,0.245,0.705,213360,-4.894
0.684,0.177,151.748,0.278,0.0527,0.679,221840,-8.559
0.747,0.207,117.613,0.391,0.00417,0.935,224547,-4.231
0.949,0.0685,119.992,0.0493,0.0207,0.891,254120,-5.714
0.712,0.246,170.935,0.397,0.05,0.455,316267,-6.139
0.831,0.141,131.094,0.0429,9.43e-05,0.528,220480,-3.607
0.735,0.0703,109.851,0.144,0.224,0.749,209547,-5.726
0.433,0.122,148.073,0.199,0.0656,0.828,299333,-9.716
0.767,0.397,132.017,0.0372,0.0355,0.652,306773,-10.445
0.802,0.112,106.001,0.0362,0.00531,0.779,198387,-3.082
0.728,0.0776,78.427,0.0524,0.074,0.538,232880,-3.663
0.893,0.0644,107.013,0.0326,0.0301,0.599,216493,-4.962
0.928,0.135,128.037,0.0671,0.00151,0.54,241960,-4.823
0.322,0.125,89.958,0.0386,0.017,0.686,267867,-9.829
0.85,0.132,129.906,0.0329,0.289,0.792,219920,-3.621
0.759,0.0587,160.033,0.199,0.0521,0.466,264373,-4.978
0.631,0.0666,59.409,0.0807,0.126,0.387,245933,-5.79
0.907,0.395,187.826,0.0959,0.153,0.333,191693,-3.191
0.809,0.38,78.983,0.0999,0.0406,0.672,230800,-6.234
0.572,0.1,141.939,0.0868,0.0227,0.7,206813,-7.19
0.436,0.114,127.836,0.0259,0.548,0.558,230147,-7.433
0.821,0.204,87.524,0.169,0.656,0.608,190200,-4.704
0.792,0.206,97.624,0.107,0.024,0.723,234747,-10.053
0.631,0.168,119.965,0.0395,0.0308,0.771,243013,-6.795
0.869,0.0874,159.833,0.109,0.194,0.395,241053,-3.154
0.814,0.0588,75.01,0.353,0.0769,0.846,227120,-4.945
0.786,0.188,123.052,0.0301,0.0208,0.583,258827,-3.142
0.906,0.373,161.905,0.0439,0.0193,0.439,206000,-4.8
0.653,0.151,120.01,0.05,0.0912,0.774,244267,-5.158
0.615,0.154,119.843,0.0338,0.0132,0.594,189400,-6.526
0.607,0.105,123.95,0.0347,0.142,0.699,244107,-6.312
0.712,0.167,140.012,0.0732,0.0572,0.573,259720,-5.976
0.931,0.234,113.029,0.0652,0.00994,0.753,189693,-4.922
0.817,0.429,124.074,0.0335,0.00275,0.616,237480,-5.544
0.598,0.319,83.946,0.0424,0.00314,0.536,199110,-9.608
0.302,0.133,70.932,0.033,0.433,0.576,252707,-11.845
0.609,0.139,128.008,0.0791,0.0928,0.918,231400,-5.64
0.684,0.614,172.155,0.325,0.299,0.575,204040,-6.007
0.599,0.0882,163.729,0.0316,0.104,0.494,248787,-6.836
0.487,0.146,138.893,0.113,0.0322,0.623,309040,-7.954
0.723,0.075,167.845,0.0317,0.541,0.485,230213,-6.565
0.884,0.0802,146.922,0.0483,0.0338,0.479,198467,-4.762
0.849,0.082,92.494,0.035,0.0593,0.49,223853,-4.234
0.58,0.0799,111.944,0.0289,0.00448,0.582,222867,-5.396
0.962,0.0906,94.003,0.0704,0.000233,0.463,231573,-6.43
0.606,0.242,98.001,0.0243,0.159,0.705,234640,-7.047
0.578,0.193,148.216,0.0312,0.655,0.589,203200,-6.823
0.897,0.0622,79.687,0.111,0.0263,0.561,267680,-4.011
0.759,0.0861,169.403,0.0488,0.0455,0.205,254213,-5.325
0.666,0.25,78.498,0.0539,0.129,0.716,204733,-7.719
0.695,0.145,141.014,0.165,0.00648,0.718,280667,-6.563
0.732,0.358,133.817,0.128,0.00436,0.406,274053,-6.191
0.861,0.102,105.587,0.0312,0.16,0.668,173067,-2.03
0.871,0.144,139.937,0.0315,0.0625,0.653,230400,-3.83
0.612,0.0945,118.024,0.0288,0.0304,0.657,184400,-5.983
0.911,0.107,117.533,0.0445,0.689,0.712,196053,-3.866
0.676,0.0514,122.65,0.0715,0.0446,0.853,267080,-5.533
0.696,0.13,86.001,0.071,0.143,0.659,252160,-4.291
0.665,0.0994,154.997,0.0355,0.0237,0.5,224960,-7.157
0.371,0.122,200.085,0.0525,0.748,0.582,225106,-8.519
0.801,0.0861,162.559,0.0429,0.3,0.517,237147,-3.935
0.919,0.114,138.95,0.203,0.0137,0.685,190453,-5.039
0.907,0.117,130.984,0.045,0.000822,0.483,238701,-3.166
0.689,0.207,155.189,0.0365,0.0843,0.405,191560,-5.75
0.548,0.119,90.024,0.0312,0.0272,0.639,253653,-5.979
0.686,0.335,177.874,0.0357,0.114,0.543,201107,-4.751
0.884,0.192,150.049,0.0297,0.00678,0.439,207240,-4.207
0.861,0.103,172.052,0.0365,0.257,0.494,181613,-5.236
0.896,0.23,126.007,0.0592,0.00701,0.583,210653,-3.474
0.938,0.23,106.01,0.0451,0.163,0.645,208107,-3.472
0.491,0.11,127.97,0.042,0.594,0.664,196280,-6.544
0.762,0.209,130.926,0.0301,0.0334,0.545,226147,-3.634
0.805,0.328,123.991,0.029,0.0466,0.624,212173,-2.632
0.438,0.269,132.951,0.0264,0.12,0.683,280267,-12.433
0.557,0.113,131.018,0.0317,0.152,0.728,271173,-4.467
0.767,0.27,136.047,0.0337,0.0269,0.393,249693,-3.685
0.705,0.0809,113.964,0.0358,0.0332,0.796,228973,-4.82
0.431,0.14,174.083,0.0707,0.00113,0.725,250027,-5.988
0.422,0.123,99.966,0.0239,0.303,0.617,203040,-6.794
0.782,0.267,123.975,0.247,0.00446,0.791,245000,-4.012
0.714,0.766,110.017,0.399,0.0895,0.428,198093,-5.574
0.48,0.0739,145.034,0.0286,0.479,0.546,202533,-5.325
0.838,0.133,167.954,0.0404,0.453,0.564,232920,-2.393
0.822,0.359,94.812,0.361,0.207,0.572,289000,-6.015
0.756,0.0894,129.205,0.0462,0.234,0.549,260093,-4.412
0.613,0.0842,110.027,0.0307,0.0183,0.721,231333,-3.714
0.784,0.293,183.733,0.371,0.0248,0.615,229653,-7.99
0.921,0.256,115.033,0.0696,0.0182,0.752,236693,-4.321
0.658,0.109,127.892,0.0314,0.164,0.548,315360,-8.063
0.445,0.118,82.82,0.361,0.64,0.458,220053,-8.391
0.337,0.107,105.367,0.0728,0.224,0.537,266320,-8.117
0.602,0.151,114.992,0.106,0.00024,0.86,235773,-6.786
0.576,0.0373,128.992,0.0359,0.0922,0.847,269507,-9.199
0.714,0.144,130.093,0.0714,0.217,0.505,288400,-6.937
0.834,0.0645,120.214,0.077,0.00446,0.756,245520,-4.005
0.981,0.515,142.025,0.0994,0.00991,0.579,218586,-7.433
0.393,0.107,110.007,0.0292,0.00479,0.534,290360,-7.813
0.649,0.482,90.482,0.0486,0.0315,0.634,237507,-7.505
0.798,0.104,145.995,0.0494,0.0612,0.514,226813,-3.669
0.793,0.0976,136.96,0.0468,0.000218,0.631,189373,-4.086
0.685,0.0676,91.988,0.035,0.0967,0.654,211053,-6.198
0.55,0.0503,126.001,0.202,0.00931,0.89,234408,-8.418
0.492,0.086,79.242,0.0312,0.676,0.532,280827,-9.255
0.396,0.117,139.031,0.0297,0.439,0.512,242733,-8.729
0.837,0.231,95.493,0.0428,0.103,0.699,228653,-5.173
0.904,0.686,163.929,0.102,0.02,0.422,232240,-4.531
0.744,0.341,92.515,0.0553,0.0772,0.733,241133,-3.51
0.626,0.0822,113.085,0.033,0.21,0.706,268333,-4.319
0.771,0.119,123.018,0.0561,0.0334,0.924,242133,-3.552
0.638,0.0857,115.007,0.216,0.0902,0.769,212107,-5.054
0.823,0.624,149.902,0.442,0.0633,0.476,205133,-5.842
0.673,0.0604,140.068,0.205,0.0463,0.738,250667,-3.377
0.722,0.164,159.842,0.0354,0.569,0.376,242947,-3.553
0.259,0.108,119.989,0.0427,0.771,0.877,135387,-9.302
0.576,0.106,171.842,0.0255,0.235,0.438,286613,-6.426
0.71,0.0727,90.846,0.396,0.199,0.542,229493,-6.316
0.699,0.0912,94.977,0.0737,0.358,0.699,206413,-5.564
0.571,0.406,116.59,0.0797,0.16,0.84,188493,-7.421
0.791,0.127,76.998,0.0468,0.145,0.781,222293,-3.903
0.719,0.114,93.973,0.0852,0.305,0.637,218947,-5.443
0.708,0.13,76.998,0.0352,0.3,0.471,229493,-5.686
0.85,0.219,127.981,0.033,0.0134,0.592,222307,-4.668
0.284,0.122,135.117,0.038,0.764,0.55,284427,-8.277
0.816,0.271,114.762,0.0845,0.17,0.731,179147,-6.418
0.722,0.074,140.139,0.0791,0.515,0.74,222653,-2.149
0.72,0.154,77.969,0.0552,0.0102,0.641,222027,-4.326
0.949,0.0533,98.999,0.0544,0.00134,0.597,193893,-3.438
0.798,0.0859,157.135,0.0304,0.0516,0.587,218320,-6.122
0.737,0.0777,140,0.0268,0.00482,0.689,207893,-4.516
0.906,0.113,172.977,0.0735,0.00272,0.517,211520,-3.677
0.589,0.184,91.82,0.0481,0.0977,0.732,220867,-5.038
0.488,0.0959,188.209,0.0292,0.0423,0.417,237173,-7.029
0.816,0.0729,207.673,0.0633,0.165,0.325,190173,-3.714
0.782,0.336,75.018,0.158,0.0989,0.735,288307,-4.962
0.802,0.467,84.267,0.324,0.00376,0.435,207000,-6.871
0.706,0.172,144.028,0.209,0.17,0.656,271099,-7.588
0.726,0.318,103.98,0.155,0.00728,0.625,311867,-7.731
0.917,0.109,156.071,0.041,0.0172,0.424,204661,-2.595
0.906,0.21,83,0.0642,0.00452,0.566,212253,-5.092
0.884,0.187,124.968,0.0428,0.0226,0.64,244000,-2.609
0.885,0.247,130.954,0.0804,0.0199,0.711,255400,-3.178
0.969,0.0983,174.799,0.102,0.097,0.447,208787,-5.748
0.835,0.135,86.662,0.293,0.206,0.642,192867,-4.501
0.605,0.305,147.925,0.0352,0.115,0.604,285280,-8.516
0.844,0.0723,113.324,0.0334,0.25,0.788,251240,-3.131
0.666,0.377,117.017,0.0352,0.39,0.606,236027,-8.816
0.529,0.0732,75.016,0.0452,0.0477,0.716,230040,-3.688
0.91,0.343,144.073,0.0386,0.0459,0.616,252040,-3.004
0.68,0.118,99.734,0.116,0.0947,0.84,216653,-6.475
0.683,0.0924,147.106,0.104,0.00589,0.787,280987,-5.396
0.732,0.173,72.98,0.0359,0.0748,0.575,187547,-3.649
0.951,0.0897,82.01,0.054,0.0301,0.659,201307,-2.743
0.556,0.103,138.02,0.0288,0.2,0.55,217507,-6.936
0.491,0.0859,109.933,0.0504,0.219,0.71,183667,-7.382
0.685,0.149,137.035,0.0679,0.000628,0.598,153347,-3.873
0.784,0.0695,147.939,0.0421,0.306,0.426,225213,-3.225
0.847,0.112,180.01,0.191,0.0628,0.66,204293,-3.25
0.855,0.132,148.971,0.0399,0.287,0.488,231467,-3.417
0.372,0.196,119.189,0.0446,0.272,0.56,322093,-6.58
0.606,0.058,127.901,0.0504,0.17,0.684,275107,-7.268
0.955,0.044,172.975,0.0424,0.000807,0.43,267360,-4.767
0.774,0.0329,139.775,0.198,0.0943,0.442,247947,-5.538
0.85,0.0913,94.003,0.034,0.0173,0.684,192613,-3.867
0.778,0.163,149.864,0.0371,0.00838,0.433,209333,-4.68
0.967,0.61,140.127,0.0508,0.114,0.529,166373,-3.647
0.825,0.177,120.015,0.0283,0.00525,0.557,201120,-4.657
0.549,0.165,138.339,0.0279,0.46,0.491,202664,-4.252
0.713,0.123,174.264,0.107,0.0162,0.814,200933,-5.089
0.868,0.0968,83.864,0.0403,0.00592,0.398,266587,-4.543
0.355,0.669,90.997,0.031,0.671,0.273,245960,-8.107
0.856,0.681,133.527,0.0687,0.0882,0.557,289413,-5.294
0.376,0.113,103.851,0.0307,0.865,0.51,232853,-10.995
0.821,0.0631,174.063,0.152,0.0117,0.579,275987,-4.616
0.721,0.248,94.939,0.206,0.194,0.812,238333,-5.084
0.655,0.0784,176.087,0.294,0.276,0.705,295733,-7.397
0.932,0.346,124.144,0.346,0.163,0.528,223720,-4.545
0.749,0.119,147.905,0.0405,0.271,0.519,199947,-3.318
0.681,0.213,121.243,0.0549,0.34,0.859,444333,-6.247
0.645,0.0805,147.947,0.0279,0.263,0.581,216867,-6.274
0.849,0.195,143.904,0.0344,0.0021,0.45,255652,-3.881
0.487,0.184,116.027,0.0281,0.25,0.764,261320,-6.734
0.708,0.0775,105.412,0.126,0.0419,0.444,255413,-5.926
0.614,0.823,79.968,0.0536,0.0121,0.594,271600,-6.091
0.949,0.237,130.817,0.0574,4.44e-05,0.441,203640,-2.248
0.94,0.178,149.934,0.0635,0.00166,0.423,206520,-4.012
0.719,0.228,142.032,0.0323,0.189,0.458,240493,-3.921
0.742,0.236,177.842,0.0526,0.0412,0.528,207720,-7.044
0.853,0.0956,173.066,0.252,0.17,0.657,287133,-4.757
0.789,0.11,119.983,0.0446,0.0625,0.617,226187,-4.979
0.394,0.214,104.987,0.133,0.0611,0.675,238800,-8.539
0.857,0.184,111.647,0.0632,0.0506,0.463,161920,-3.063
0.886,0.594,158.035,0.044,0.00112,0.57,219773,-4.145
0.55,0.0737,80.001,0.262,0.0108,0.451,227960,-8.137
0.882,0.0962,155.026,0.0758,0.00452,0.455,208253,-5.054
0.661,0.256,130.009,0.0687,0.15,0.762,225373,-6.075
0.668,0.0924,60.709,0.514,0.105,0.577,257120,-4.884
0.816,0.281,132.949,0.0372,0.00104,0.741,212280,-4.823
0.896,0.528,90.064,0.0545,0.0316,0.558,213653,-3.687
0.614,0.209,86.491,0.0967,0.291,0.605,253573,-6.745
0.554,0.172,125.011,0.0542,0.0586,0.821,203573,-5.993
0.638,0.325,121.403,0.0723,0.333,0.597,228267,-5.853
0.554,0.172,125.011,0.0542,0.0586,0.821,203573,-5.993
0.523,0.116,133.773,0.0309,0.637,0.571,223747,-5.681
0.861,0.0627,113.997,0.036,0.00485,0.812,211080,-2.415
0.749,0.0277,115.028,0.043,0.0672,0.781,217933,-4.405
0.717,0.182,168.979,0.0938,0.0153,0.696,288285,-7.957
0.61,0.0722,172.969,0.135,0.473,0.499,260773,-5.11
0.688,0.0924,123.125,0.0254,0.39,0.686,212373,-4.981
0.693,0.342,97.163,0.293,0.0317,0.771,203627,-7.483
0.583,0.0821,139.76,0.146,0.506,0.717,252933,-5.008
0.786,0.158,119.962,0.0348,0.201,0.756,246467,-3.453
0.536,0.29,125.229,0.0631,0.00274,0.697,176390,-9.826
0.836,0.0676,72.164,0.436,0.109,0.627,198133,-3.943
0.444,0.11,147.916,0.0264,0.105,0.497,277413,-7.155
0.596,0.205,93.134,0.171,0.457,0.569,217347,-6.486
0.93,0.138,120.119,0.0324,0.0141,0.623,205613,-5.285
0.68,0.284,184.982,0.314,0.00065,0.374,230120,-7.222
0.822,0.119,92.409,0.0341,0.194,0.709,291107,-6.178
0.869,0.68,72.523,0.0807,0.0376,0.513,213760,-3.038
0.688,0.0859,128.968,0.0279,0.0407,0.617,208573,-4.959
0.906,0.227,165.091,0.279,0.000426,0.836,272347,-2.902
0.855,0.354,102.631,0.223,0.227,0.825,192440,-4.155
0.596,0.133,79.697,0.03,0.333,0.541,248800,-7.09
0.591,0.328,95.802,0.087,0.0756,0.606,252973,-7.228
0.841,0.0552,105.995,0.0316,0.00788,0.627,242760,-5.885
0.785,0.256,159.926,0.0328,0.215,0.525,230373,-5.003
0.648,0.0635,94.123,0.105,0.026,0.394,254533,-7.22
0.915,0.0311,141.019,0.0497,0.000712,0.695,214840,-3.549
0.959,0.209,163.983,0.102,0.000738,0.56,216600,-2.433
0.909,0.0508,128.003,0.267,0.133,0.825,208500,-4.009
0.79,0.106,94.433,0.0283,0.0312,0.623,273160,-6.316
0.44,0.184,132.979,0.0301,0.39,0.574,196427,-8.744
0.911,0.205,145.91,0.071,0.00172,0.514,217293,-2.978
0.723,0.0863,110.625,0.0569,0.17,0.973,234027,-4.017
0.574,0.226,147.751,0.0434,0.32,0.599,210843,-7.363
0.73,0.0627,178.117,0.267,0.00193,0.676,215853,-5.963
0.484,0.0953,141.857,0.0275,0.188,0.497,297253,-8.075
0.87,0.125,112.089,0.048,0.00777,0.629,190560,-4.139
0.739,0.114,114.093,0.0264,0.293,0.581,247880,-3.953
0.776,0.203,131.104,0.0374,0.00364,0.707,355107,-6.905
0.568,0.159,144.14,0.164,0.000756,0.745,263240,-8.332
0.715,0.109,81.998,0.103,0.0109,0.73,287480,-6.297
0.591,0.173,107.967,0.028,0.0173,0.575,246333,-5.916
0.434,0.458,76.367,0.434,0.509,0.486,353640,-10.087
0.714,0.136,122.488,0.0331,0.376,0.72,216133,-2.402
0.872,0.518,112.6,0.0761,0.153,0.767,263280,-4.25
0.545,0.0967,109.96,0.0346,0.529,0.808,266840,-5.728
0.724,0.0867,132.035,0.145,0.267,0.701,237053,-5.751
0.675,0.172,139.87,0.0305,0.206,0.452,223533,-5.172
0.587,0.252,84.025,0.187,0.0697,0.772,238467,-6.944
0.756,0.173,92.004,0.0685,0.00595,0.763,201520,-3.926
0.616,0.0826,81.993,0.044,0.0286,0.163,224720,-9.996
0.714,0.123,77.022,0.156,0.0387,0.734,329267,-5.923
0.571,0.0604,138.038,0.102,0.0716,0.835,330600,-4.771
0.765,0.178,187.68,0.0489,0.0287,0.431,208133,-4.656
0.6,0.495,80.021,0.576,0.277,0.621,253707,-6.349
0.457,0.222,125.249,0.0414,0.24,0.79,293053,-6.231
0.667,0.443,77.492,0.17,0.0869,0.847,226547,-5.7
0.711,0.298,79.755,0.075,0.526,0.666,236880,-4.227
0.833,0.485,121.002,0.0912,0.256,0.888,388226,-4.381
0.874,0.261,132.018,0.0362,0.000273,0.522,215106,-4.392
0.775,0.0721,94.998,0.0306,0.0936,0.548,274267,-3.285
0.896,0.356,122.998,0.0352,0.0391,0.644,201333,-3.895
0.912,0.245,145.942,0.0615,0.0525,0.423,214831,-3.232
0.448,0.0862,90.019,0.267,0.0176,0.876,324907,-8.303
0.621,0.134,207.676,0.0372,0.206,0.48,237120,-4.814
0.932,0.127,92.956,0.0399,0.000665,0.545,192000,-2.189
0.875,0.0469,116.952,0.132,0.0496,0.872,223520,-6.166
0.726,0.177,173.99,0.193,0.115,0.375,229347,-6.46
0.902,0.0498,100.023,0.0424,0.000916,0.612,213280,-3.911
0.939,0.13,122.063,0.0518,0.131,0.62,207067,-1.665
0.723,0.573,76,0.0709,0.122,0.687,448573,-4.751
0.839,0.0942,89.942,0.271,0.0534,0.735,223813,-4.705
0.789,0.142,172.976,0.23,0.0125,0.686,194213,-4.713
0.555,0.0963,122.054,0.0388,0.269,0.635,263427,-10.068
0.348,0.104,113.306,0.138,0.27,0.67,254147,-12.229
0.909,0.0959,137.987,0.0421,0.00114,0.583,270000,-6.357
0.521,0.102,137.016,0.026,0.179,0.523,284000,-6.756
0.801,0.0523,84.541,0.0664,0.0415,0.462,215200,-4.191
0.639,0.221,95.506,0.0259,0.00143,0.632,196893,-5.938
0.902,0.112,132.276,0.0408,0.00633,0.54,246840,-3.405
0.708,0.112,160.02,0.134,0.102,0.793,173053,-5.85
0.694,0.167,175.868,0.382,0.0293,0.447,227853,-4.637
0.854,0.148,92.988,0.183,0.0185,0.704,242587,-5.477
0.646,0.126,208.078,0.259,0.0871,0.4,257533,-8.066
0.847,0.373,122.287,0.0519,0.0219,0.678,187733,-5.825
0.863,0.0758,160.894,0.489,0.0408,0.698,263920,-5.292
0.68,0.31,84.547,0.335,0.00182,0.593,273053,-5.556
0.711,0.298,79.755,0.075,0.526,0.666,236880,-4.227
0.873,0.332,130.422,0.434,0.107,0.565,273133,-5.906
0.724,0.131,131.092,0.153,0.178,0.773,257000,-5.731
0.808,0.198,161.104,0.0346,0.0382,0.274,239453,-2.678
0.678,0.381,160.074,0.3,0.0103,0.597,282413,-5.743
0.616,0.147,108.032,0.0333,0.272,0.76,239947,-6.426
0.625,0.082,145.954,0.0362,0.093,0.492,381360,-7.2
0.959,0.381,116.284,0.0408,0.0539,0.661,221413,-4.439
0.91,0.971,88.117,0.116,0.145,0.541,230800,-6.289
0.735,0.11,118.977,0.0503,0.281,0.94,212360,-5.172
0.46,0.323,99.98,0.0423,0.0442,0.866,247067,-9.252
0.717,0.0665,149.277,0.233,0.0227,0.754,253107,-3.802
0.744,0.0533,134.012,0.259,0.0206,0.875,213373,-5.203
0.741,0.273,160.515,0.0335,0.00804,0.416,202973,-4.001
0.42,0.0505,122.954,0.036,0.00996,0.762,265333,-3.02
0.856,0.114,118.966,0.338,0.126,0.555,232850,-5.764
0.724,0.297,84.626,0.3,0.339,0.378,280573,-6.878
0.9,0.119,104.655,0.0499,0.116,0.427,334667,-3.674
0.492,0.117,104.013,0.0273,0.373,0.562,268040,-7.559
0.676,0.546,119.997,0.223,0.285,0.771,276160,-6.018
0.784,0.0764,129.048,0.0877,0.368,0.902,294267,-8.325
0.621,0.253,126.028,0.0386,0.213,0.706,240547,-6.797
0.629,0.0819,123.279,0.0425,0.409,0.697,267413,-5.757
0.571,0.129,147.01,0.0303,0.182,0.404,245933,-5.069
0.848,0.23,137.993,0.0314,0.105,0.625,235427,-4.008
0.55,0.0479,117.002,0.0791,0.0727,0.961,241573,-6.996
0.906,0.214,87.513,0.0785,0.000348,0.187,314427,-4.321
0.508,0.113,83.241,0.0276,0.111,0.448,238227,-6.153
0.71,0.169,148.011,0.0275,0.103,0.445,263253,-6.819
0.786,0.172,200.433,0.0338,0.402,0.405,176427,-2.829
0.853,0.318,136.467,0.0478,0.0517,0.87,221947,-5.134
0.676,0.141,175.845,0.0301,0.00275,0.335,244827,-4.68
0.585,0.156,77.998,0.0582,0.192,0.672,238160,-5.797
0.938,0.531,98.868,0.279,0.235,0.548,246147,-4.97
0.895,0.364,120.01,0.0714,0.335,0.96,189587,-6.899
0.607,0.0442,82.048,0.163,0.0206,0.864,257813,-4.891
0.769,0.197,129.051,0.0332,0.0328,0.476,261853,-5.344
0.764,0.108,100.455,0.0438,0.233,0.582,201549,-5.719
0.629,0.169,142.149,0.225,0.0891,0.763,267507,-8.66
0.78,0.272,154.985,0.0363,0.297,0.497,202547,-4.003
0.783,0.384,90.998,0.0372,0.00105,0.64,240613,-6.575
0.478,0.194,102.971,0.0335,0.569,0.355,266920,-8.323
0.797,0.107,132.915,0.0309,0.000696,0.518,238173,-5.153
0.313,0.125,99.5,0.0311,0.806,0.337,242787,-6.481
0.686,0.32,143.086,0.0685,0.544,0.621,170458,-6.811
0.886,0.0438,81.811,0.0456,0.109,0.633,247827,-3.892
0.71,0.154,97.031,0.0675,0.245,0.705,213360,-4.894
0.753,0.389,105.754,0.036,0.0417,0.545,282947,-4.618
0.613,0.216,83.317,0.252,0.177,0.571,230613,-6.836
0.723,0.433,75.61,0.422,0.0584,0.872,241387,-4.967
0.771,0.19,132.778,0.042,0.0307,0.793,258413,-4.782
0.532,0.128,144.52,0.0254,0.323,0.477,219987,-7.112
0.587,0.162,82.2,0.0406,0.0719,0.605,237493,-4.789
0.671,0.268,136.03,0.0283,0.00842,0.527,214107,-5.032
0.506,0.122,152.175,0.0269,0.567,0.546,232107,-6.334
0.801,0.102,135.724,0.0312,0.0349,0.549,248280,-4.734
0.856,0.207,88.05,0.132,0.000812,0.634,166867,-4.064
0.67,0.495,74.007,0.169,0.00798,0.826,226293,-5.559
0.494,0.0798,115.049,0.0363,0.00164,0.805,289760,-6.027
0.781,0.104,82.353,0.0608,0.0123,0.428,221720,-5.032
0.876,0.296,93.444,0.0518,0.00159,0.449,214707,-4.09
0.882,0.12,145.729,0.0403,0.000342,0.537,179813,-2.306
0.872,0.179,160.015,0.0403,0.00932,0.732,267293,-6.816
0.485,0.658,96.998,0.0756,0.0176,0.819,276787,-6.45
0.547,0.358,125.889,0.0299,0.33,0.509,235773,-6.132
0.95,0.286,105.916,0.249,0.0284,0.588,222987,-1.244
0.993,0.0814,107.951,0.0612,0.00177,0.695,247667,-3.114
0.408,0.33,76.034,0.187,0.0133,0.755,229240,-10.33
0.751,0.258,169.673,0.469,0.0299,0.458,203347,-8.395
0.983,0.303,130.394,0.138,0.000202,0.463,220427,-3.254
0.391,0.175,137.031,0.0262,0.295,0.423,212013,-6.517
0.586,0.123,157.151,0.269,0.0263,0.797,207587,-6.98
0.604,0.332,91.085,0.292,0.0798,0.782,213747,-10.776
0.631,0.0311,128.597,0.114,0.0366,0.941,263373,-5.998
0.963,0.14,167.065,0.0773,5.86e-05,0.391,200547,-4.378
0.651,0.272,148.091,0.0275,0.472,0.669,209320,-5.79
0.823,0.268,210.75,0.32,0.158,0.544,225560,-4.318
0.651,0.141,86.535,0.135,0.0169,0.593,223613,-6.904
0.91,0.545,182.916,0.0813,0.00112,0.177,232507,-4.921
0.485,0.0922,107.885,0.0439,0.373,0.725,201400,-8.387
0.763,0.11,91.986,0.189,0.495,0.671,198293,-4.071
0.803,0.302,83.338,0.265,0.212,0.803,203347,-3.894
0.779,0.364,150.952,0.258,0.246,0.665,208600,-7.085
0.781,0.119,132.013,0.0473,0.0822,0.675,251640,-7.365
